OBJECTID,ID,Xindex,Yindex,Qerror,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40,topic41,topic42,topic43,topic44,topic45,topic46,topic47,topic48,topic49,topic50,topic51,topic52,topic53,topic54,topic55,topic56,topic57,topic58,topic59,topic60,topic61,topic62,topic63,topic64,topic65,topic66,topic67,topic68,topic69,topic70,identifier,identifi_1,title,year,author,degree_gra,degree_sup,language,x,y
542,1257,34,21,0.187808,0.000128,0.000237,0.000146,0.000167,9.9E-05,0.000107,0.155974,0.072614,0.000126,0.000283,0.000108,0.000108,8.1E-05,0.000305,0.000245,0.000181,9.7E-05,0.00036,6.7E-05,0.000496,0.000147,0.000148,0.000135,6.7E-05,8.7E-05,0.001399,0.00032,0.000103,0.000171,2.4E-05,0.000429,0.115458,0.000183,8E-05,0.007147,0.000101,0.000147,0.111626,8.7E-05,0.347167,9.1E-05,6.8E-05,0.00019,0.000127,7.8E-05,0.000121,0.000115,0.000145,0.177577,0.000266,7.9E-05,4.8E-05,6.2E-05,8.3E-05,0.000717,9.7E-05,8.1E-05,0.000136,0.000112,0.000212,0.000208,0.000441,0.000145,0.000175,0.000146,0.000169,7.5E-05,0.000127,0.000125,0.000868,0.000165,f36t0jrd,https://www.alexandria.ucsb.edu/lib/ark:/48907/f36t0jrd,"Spectroscopic Studies of Azide compounds: Thermochemistry, Chemical Kinetics and Photodissociation Dynamics",2012,"Quinto Hernandez, Alfredo","University of California, Santa Barbara. Chemistry",Alec M. Wodtke,English,0.000307733171949857,0.000162842103139619
543,1258,5,17,0.216421,0.000179,0.000331,0.000203,0.010114,0.000139,0.345982,0.00024,0.042028,0.000175,0.000395,0.000151,0.00015,0.000113,0.000425,0.000341,0.000252,0.000135,0.109193,9.4E-05,0.000692,0.000206,0.000206,0.000188,9.4E-05,0.000121,0.001952,0.000446,0.000144,0.000239,3.4E-05,0.000599,0.002996,0.000255,0.000111,9.1E-05,0.00014,0.000206,0.126102,0.000121,0.000214,0.000128,9.5E-05,0.000265,0.000177,0.000109,0.000169,0.00016,0.010083,0.000739,0.000371,0.000111,6.8E-05,8.6E-05,0.000116,0.001001,0.000135,0.000113,0.00019,0.000156,0.000296,0.00029,0.000615,0.000203,0.000244,0.000203,0.03976,0.000104,0.000177,0.000174,0.297639,0.000231,f3tx3c98,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3tx3c98,Compassionate Bodies: Allies for Border Justice on the Migrant Trail,2012,"Russo, Chandra","University of California, Santa Barbara. Sociology",George Lipsitz,English,5.08841709547906E-05,0.000133928029068338
544,1259,0,14,0.18783,9.7E-05,0.00018,0.000111,0.000127,7.5E-05,8.1E-05,0.000131,0.001361,9.5E-05,0.000215,8.2E-05,8.2E-05,6.1E-05,0.000231,0.000185,0.000137,7.3E-05,0.037866,5.1E-05,0.489085,0.000112,0.000112,0.000102,5.1E-05,6.6E-05,0.001061,0.000242,7.8E-05,0.00013,1.8E-05,0.000326,0.012369,0.000138,6E-05,4.9E-05,7.6E-05,0.000112,0.240392,6.6E-05,0.000116,6.9E-05,5.2E-05,0.000144,9.6E-05,5.9E-05,9.2E-05,8.7E-05,0.00011,0.000402,0.000202,6E-05,3.7E-05,0.021528,6.3E-05,0.177768,7.3E-05,6.1E-05,0.000103,8.5E-05,0.000161,0.000157,0.000334,0.00011,0.000132,0.00011,0.005499,5.7E-05,9.6E-05,9.5E-05,0.006029,0.000125,f3bg2kw5,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3bg2kw5,"The Soviet Union and Formation of the Grand Alliance: Soviet Foreign Policy in Cooperation and Conflict with the Western Powers, 1941-1943",2012,"Akulov, Dimitri","University of California, Santa Barbara. History",Tsuyoshi Hasegawa,English,-2.20536400752117E-06,0.000108779692682699
545,1261,41,13,0.264147,0.000157,0.000291,0.000179,0.000205,0.000122,0.000131,0.000211,0.0022,0.000154,0.000347,0.000133,0.147695,9.9E-05,0.000374,0.0003,0.000222,0.000118,0.000441,8.2E-05,0.000608,0.017541,0.000181,0.000165,8.2E-05,0.000107,0.027755,0.000392,0.000127,0.00021,3E-05,0.000526,0.124155,0.000224,9.8E-05,8E-05,0.000123,0.000181,0.032656,0.000106,0.000188,0.000112,8.3E-05,0.000233,0.000155,9.5E-05,0.000148,0.000141,0.000177,0.000649,0.000326,9.7E-05,5.9E-05,7.5E-05,0.000102,0.000879,0.000119,9.9E-05,0.000167,0.000137,0.00026,0.000254,0.00054,0.633831,0.000214,0.000178,0.000207,9.2E-05,0.000155,0.000153,0.001064,0.000203,f34b2z7z,https://www.alexandria.ucsb.edu/lib/ark:/48907/f34b2z7z,Wide-Band Low Noise Quadrature VCO in CMOS SOI,2012,"Wang, Yipeng","University of California, Santa Barbara. Electrical and Computer Engineering",C. Patrick Yue,English,0.00037154320150648,0.000103196663186881
546,1262,7,4,0.218168,9.1E-05,0.005188,0.000103,0.000119,7E-05,7.6E-05,0.000122,0.016332,8.9E-05,0.000201,7.7E-05,7.6E-05,5.7E-05,0.000216,0.000173,0.000128,6.9E-05,0.000255,4.8E-05,0.030471,0.000104,0.000105,9.6E-05,4.8E-05,0.035201,0.000992,0.000227,7.3E-05,0.000122,1.7E-05,0.000304,0.006542,0.000129,0.010096,4.6E-05,7.1E-05,0.000104,0.089165,6.2E-05,0.000109,6.5E-05,4.8E-05,0.000135,9E-05,5.5E-05,8.6E-05,8.1E-05,0.000103,0.000376,0.000188,5.6E-05,3.4E-05,4.4E-05,5.9E-05,0.256526,6.9E-05,5.7E-05,9.6E-05,7.9E-05,0.00015,0.000147,0.000312,0.000103,0.000124,0.000103,0.00012,5.3E-05,9E-05,0.261126,0.281733,0.000117,f3v985z9,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3v985z9,"Black and White Memory Making in Postwar Natchez, Mississippi, 1865--1935",2012,"Falck, Susan Thorsten","University of California, Santa Barbara. History",Lisa Jacobson,English,6.24643532713453E-05,3.12272358950132E-05
547,1263,12,10,0.227168,0.000265,0.000491,0.000302,0.000346,0.000206,0.000221,0.000357,0.003716,0.00026,0.000586,0.000224,0.000223,0.000167,0.000631,0.000506,0.000374,0.0002,0.000745,0.249388,0.059674,0.000305,0.000306,0.000279,0.000139,0.00018,0.002896,0.000662,0.000214,0.000355,5E-05,0.000889,0.092416,0.000378,0.000165,0.000135,0.000208,0.000305,0.099144,0.00018,0.000318,0.000189,0.000141,0.000393,0.000262,0.000161,0.00025,0.000238,0.000299,0.001097,0.00055,0.000164,0.0001,0.000127,0.000172,0.412012,0.0002,0.000168,0.000281,0.000232,0.000439,0.00043,0.000912,0.000301,0.000361,0.000301,0.00035,0.000155,0.000262,0.000259,0.060444,0.000342,f30863df,https://www.alexandria.ucsb.edu/lib/ark:/48907/f30863df,Defensores de la Patria: Mexico's Army and the Nineteenth-Century Creation of the Mexican Nation,2012,"Caton, Ricardo A.","University of California, Santa Barbara. History",Gabriela Soto Laveaga,English,0.000105393044064405,7.70062810857322E-05
548,1265,22,23,0.19094,0.000128,0.000237,0.000146,0.304689,9.9E-05,0.000107,0.000172,0.008877,0.000126,0.000283,0.000108,0.000108,8.1E-05,0.000305,0.000245,0.000181,9.7E-05,0.00036,6.7E-05,0.000496,0.000147,0.000148,0.000135,6.7E-05,8.7E-05,0.065136,0.00032,0.000103,0.000171,2.4E-05,0.000429,0.157949,0.000183,8E-05,6.5E-05,0.000101,0.000147,0.175363,8.7E-05,0.000153,0.049665,6.8E-05,0.028517,0.000127,7.8E-05,0.000121,0.000115,0.000145,0.00053,0.000266,7.9E-05,4.8E-05,6.2E-05,8.3E-05,0.000717,9.7E-05,8.1E-05,0.000136,0.000112,0.000212,0.000208,0.000441,0.000145,0.000175,0.000146,0.000169,7.5E-05,0.19842,0.000125,0.000868,0.000165,f3ft8hzw,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3ft8hzw,Tailoring peptide amphiphiles and their assemblies for biomedical applications,2012,"Lin, Tsang-Wei","University of California, Santa Barbara. Chemistry","Matthew V. Tirrell, Craig J. Hawker",English,0.000201143571884813,0.000176748922039194
549,1266,35,41,0.156225,0.000196,0.000363,0.000223,0.000256,0.000152,0.000164,0.000264,0.002749,0.000192,0.000433,0.000166,0.000165,0.000124,0.000467,0.000375,0.000277,0.010993,0.000551,0.000103,0.00076,0.000226,0.000226,0.000206,0.000103,0.000133,0.045524,0.000489,0.000158,0.000263,3.7E-05,0.000658,0.231042,0.00028,0.000122,0.0001,0.03269,0.000226,0.019111,0.000133,0.000235,0.00014,0.000104,0.011136,0.000194,0.000119,0.000185,0.000176,0.000221,0.000811,0.000407,0.000121,7.4E-05,9.4E-05,0.62916,0.001098,0.000148,0.000124,0.000208,0.000171,0.000324,0.000318,0.000675,0.000223,0.000267,0.000223,0.000259,0.000114,0.000194,0.000191,0.001329,0.000253,f32f7kch,https://www.alexandria.ucsb.edu/lib/ark:/48907/f32f7kch,Elucidation of the Molecular Structure of an Alkane Dehydrogenation Component of the Tandem Alkane Metathesis Cycle,2012,"Sirianni, Joseph Paul","University of California, Santa Barbara. Chemistry",Susannah L. Scott,English,0.000321427988433771,0.000318206629834364
550,1271,3,4,0.287103,0.000117,0.000216,0.000133,0.000152,9E-05,9.7E-05,0.000157,0.001633,0.000114,0.000257,9.9E-05,9.8E-05,7.3E-05,0.000277,0.000222,0.000164,8.8E-05,0.019657,6.1E-05,0.006894,0.000134,0.000134,0.000123,6.1E-05,7.9E-05,0.001273,0.013177,9.4E-05,0.000156,2.2E-05,0.097037,0.001954,0.000166,7.2E-05,5.9E-05,9.2E-05,0.000134,0.333508,7.9E-05,0.00014,8.3E-05,6.2E-05,0.000173,0.000115,7.1E-05,0.00011,0.000105,0.000132,0.000482,0.000242,7.2E-05,4.4E-05,5.6E-05,7.6E-05,0.000652,8.8E-05,0.328671,0.000124,0.000102,0.000193,0.000189,0.000401,0.000132,0.000159,0.000132,0.038812,6.8E-05,0.000115,0.000114,0.148981,0.00015,f3nc5z4r,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3nc5z4r,"Stats Geeks: Sabermetrics, Baseball Fans, and the Struggle over Masculinity",2012,"Ngo, Bob Quan-Minh","University of California, Santa Barbara. Sociology","Denise Bielby, John Cruz",English,2.91997383194075E-05,3.11877100224314E-05
551,1272,39,39,0.256789,0.000174,0.000321,0.000198,0.000227,0.000135,0.000145,0.077005,0.012029,0.00017,0.413032,0.000147,0.000146,0.000109,0.000413,0.000331,0.009841,0.000131,0.000488,9.1E-05,0.000672,0.0002,0.0002,0.000183,9.1E-05,0.000118,0.078667,0.000433,0.00014,0.000232,3.3E-05,0.000582,0.012506,0.000247,0.000108,8.8E-05,0.000136,0.0002,0.064892,0.000118,0.000208,0.000124,9.2E-05,0.000257,0.08654,0.000105,0.000164,0.000156,0.000196,0.000718,0.00036,0.000107,6.6E-05,8.3E-05,0.000113,0.000972,0.000131,0.00011,0.000184,0.000152,0.000287,0.000281,0.000597,0.000197,0.000237,0.000197,0.000229,0.000101,0.22089,0.000169,0.010773,0.000224,f3r49nqp,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3r49nqp,Synthesis and Characterization of Novel Conjugated Materials for Organic Electronics,2012,"Pho, Toan Van","University of California, Santa Barbara. Chemistry",Fred Wudl,English,0.000352905854325699,0.000301835732096754
552,1273,11,9,0.215828,0.000186,0.000345,0.000212,0.000243,0.000144,0.000155,0.00025,0.002607,0.000182,0.000411,0.000157,0.000157,0.000117,0.000443,0.000355,0.000263,0.00014,0.000523,0.133835,0.175609,0.000214,0.000214,0.000196,9.8E-05,0.000126,0.002032,0.000464,0.00015,0.000249,3.5E-05,0.000624,0.08542,0.000265,0.000116,9.4E-05,0.000146,0.000214,0.079853,0.000126,0.000223,0.000133,9.9E-05,0.010563,0.000184,0.000113,0.000176,0.000167,0.154523,0.00077,0.000386,0.102991,7E-05,8.9E-05,0.000121,0.21708,0.000141,0.010405,0.000197,0.000163,0.000308,0.000301,0.00064,0.000211,0.010541,0.000211,0.000246,0.000109,0.000184,0.000181,0.001261,0.00024,f3z899jj,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3z899jj,D. Luisa de Gusmao: Gender and Power in Seventeenth Century Portugal,2012,"Vallance, Monique M.","University of California, Santa Barbara. History",Francis A. Dutra,English,0.000105643674054697,6.88531715944005E-05
553,1275,35,41,0.151207,7.1E-05,0.000132,8.1E-05,9.3E-05,5.5E-05,6E-05,9.6E-05,0.036545,7E-05,0.027803,6E-05,6E-05,4.5E-05,0.00017,0.000136,0.000101,5.4E-05,0.000201,3.7E-05,0.000277,8.2E-05,8.2E-05,7.5E-05,3.7E-05,4.9E-05,0.00078,0.000178,5.8E-05,9.6E-05,1.3E-05,0.000239,0.293451,0.000102,4.4E-05,3.6E-05,0.043499,8.2E-05,0.026706,4.8E-05,8.6E-05,5.1E-05,3.8E-05,0.000106,7.1E-05,4.3E-05,6.7E-05,6.4E-05,8.1E-05,0.020042,0.000148,4.4E-05,2.7E-05,3.4E-05,0.529262,0.0004,5.4E-05,4.5E-05,7.6E-05,6.2E-05,0.000118,0.000116,0.000246,8.1E-05,0.015895,8.1E-05,9.4E-05,4.2E-05,7.1E-05,7E-05,0.000484,9.2E-05,f34f1nn8,https://www.alexandria.ucsb.edu/lib/ark:/48907/f34f1nn8,Palladium-Substituted Perovskite Catalysts for Automotive Exhaust Emission Control,2012,"Ouyang, Xiaoying","University of California, Santa Barbara. Chemistry",Susannah Scott,English,0.000321180951731977,0.000320321264004768
554,1276,30,41,0.121286,0.000157,0.000291,0.000179,0.000205,0.000122,0.000131,0.738026,0.0022,0.000154,0.000347,0.000133,0.000132,9.9E-05,0.000374,0.0003,0.000222,0.000118,0.009121,8.2E-05,0.000608,0.000181,0.000181,0.000165,8.2E-05,0.000107,0.027755,0.000392,0.000127,0.00021,3E-05,0.000526,0.028673,0.000224,9.8E-05,8E-05,0.000123,0.000181,0.180219,0.000106,0.000188,0.000112,8.3E-05,0.000233,0.000155,9.5E-05,0.000148,0.000141,0.000177,0.000649,0.000326,9.7E-05,5.9E-05,7.5E-05,0.000102,0.000879,0.000119,9.9E-05,0.000167,0.000137,0.00026,0.000254,0.00054,0.000178,0.000214,0.000178,0.000207,9.2E-05,0.000155,0.000153,0.001064,0.000203,f3t151kh,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3t151kh,Developments of New Reactions in Enolate Chemistry Inspired by the Total Synthesis of Bioactive Marine Natural Products,2012,"Stivala, Craig Evan","University of California, Santa Barbara. Chemistry",Armen Zakarian,English,0.000273793922177567,0.000318125781470195
555,1277,17,23,0.187511,0.000118,0.000219,0.000134,0.000154,9.2E-05,9.8E-05,0.000159,0.053872,0.000116,0.000261,0.0001,9.9E-05,7.4E-05,0.000281,0.000225,0.000167,8.9E-05,0.000332,6.2E-05,0.000457,0.000136,0.000136,0.091505,6.2E-05,8E-05,0.033925,0.000295,9.5E-05,0.000158,2.2E-05,0.000396,0.21085,0.000168,7.3E-05,6E-05,9.3E-05,0.000136,0.096355,8E-05,0.006669,0.496152,6.3E-05,0.000175,0.000117,7.2E-05,0.000112,0.000106,0.000133,0.000488,0.000245,7.3E-05,4.5E-05,5.7E-05,7.7E-05,0.000661,8.9E-05,7.5E-05,0.000125,0.000103,0.000195,0.000191,0.000406,0.000134,0.000161,0.000134,0.000156,6.9E-05,0.000117,0.000115,0.0008,0.000152,f31n7z2s,https://www.alexandria.ucsb.edu/lib/ark:/48907/f31n7z2s,Solution Structure and Kinetic Characteristics of a Complex of the Histidine Auto Kinase CheA with its Substrate CheY,2012,"Mo, Guoya","University of California, Santa Barbara. Chemistry",Frederick Dahlquist,English,0.000159483302293437,0.000177693051389114
556,1278,41,13,0.153282,0.000175,0.000325,0.000199,0.000229,0.000136,0.000146,0.000236,0.09935,0.000172,0.000387,0.000148,0.048595,0.00011,0.000417,0.000335,0.000247,0.000132,0.000493,9.2E-05,0.000679,0.000202,0.000202,0.009874,9.2E-05,0.000119,0.127877,0.000437,0.000141,0.000235,3.3E-05,0.000588,0.051385,0.00025,0.000109,8.9E-05,0.000138,0.000202,0.075211,0.000119,0.068036,0.000125,9.3E-05,0.00026,0.000173,0.000106,0.000166,0.000157,0.000198,0.000725,0.000364,0.000108,6.6E-05,8.4E-05,0.000114,0.000981,0.000132,0.000111,0.000186,0.000153,0.00029,0.000284,0.000603,0.504051,0.000239,0.000199,0.000231,0.000102,0.000173,0.000171,0.001188,0.000226,f3r20z9x,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3r20z9x,An Examination of CMOS Aging in Integrated Circuits and Novel Aging Detection Techniques for SRAM Cells,2012,"Winkler, Gates Richmond","University of California, Santa Barbara. Electrical and Computer Engineering",Kaustav Banerjee,English,0.000370511935571983,0.000101601255242504
557,1280,7,34,0.162476,0.000157,0.000291,0.000179,0.000205,0.000122,0.000131,0.000211,0.279966,0.034875,0.000347,0.000133,0.000132,9.9E-05,0.026414,0.260705,0.000222,0.000118,0.000441,8.2E-05,0.08741,0.000181,0.000181,0.000165,8.2E-05,0.000107,0.001715,0.000392,0.000127,0.00021,3E-05,0.000526,0.046033,0.000224,0.191061,8E-05,0.000123,0.000181,0.041336,0.000106,0.000188,0.000112,8.3E-05,0.000233,0.000155,9.5E-05,0.000148,0.000141,0.000177,0.000649,0.000326,9.7E-05,5.9E-05,7.5E-05,0.000102,0.018239,0.000119,9.9E-05,0.000167,0.000137,0.00026,0.000254,0.00054,0.000178,0.000214,0.000178,0.000207,9.2E-05,0.000155,0.000153,0.001064,0.000203,f3f769gh,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3f769gh,Personal Control and Perceptions of Causation in News Headlines,2012,"Brick, Cameron","University of California, Santa Barbara. Psychology",David K. Sherman,English,6.18543972089023E-05,0.000264486477518162
558,1281,10,40,0.285756,0.00017,0.000315,0.000194,0.000222,0.000132,0.000142,0.000229,0.049465,0.000167,0.000376,0.000144,0.000143,0.000107,0.000405,0.000325,0.00024,0.000129,0.000479,8.9E-05,0.00066,0.000196,0.000196,0.000179,8.9E-05,0.000116,0.011276,0.273482,0.000137,0.000228,3.2E-05,0.000571,0.002855,0.000243,0.000106,8.6E-05,0.000134,0.376826,0.251985,0.000115,0.000204,0.000122,9.1E-05,0.000252,0.000169,0.000103,0.000161,0.000153,0.000192,0.000704,0.019185,0.000105,6.4E-05,8.2E-05,0.000111,0.000954,0.000129,0.000108,0.000181,0.000149,0.000282,0.000276,0.000586,0.000193,0.000232,0.000194,0.000225,9.9E-05,0.000168,0.000166,0.001154,0.00022,f3js9ncw,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3js9ncw,Feature-independent neural coding of target detection during search of natural scenes,2012,"Guo, Fei","University of California, Santa Barbara. Psychology",Miguel P. Eckstein,English,9.2415981494698E-05,0.000310544000461404
559,1282,28,3,0.180478,8.8E-05,0.000162,0.0001,0.135902,6.8E-05,7.3E-05,0.000118,0.049724,8.6E-05,0.000194,7.4E-05,7.4E-05,5.5E-05,0.000209,0.000167,0.029221,6.6E-05,0.000247,4.6E-05,0.00034,0.000101,0.000101,9.2E-05,4.6E-05,6E-05,0.068852,0.126307,7.1E-05,0.000117,1.7E-05,0.000294,0.045116,0.000125,5.4E-05,4.4E-05,6.9E-05,0.000101,0.357713,5.9E-05,0.000105,6.3E-05,4.7E-05,0.00013,8.7E-05,5.3E-05,8.3E-05,7.9E-05,9.9E-05,0.014911,0.121421,5.4E-05,0.024281,4.2E-05,5.7E-05,0.000491,6.6E-05,5.5E-05,9.3E-05,7.7E-05,0.000145,0.000142,0.000302,0.0001,0.019518,0.0001,0.000116,5.1E-05,8.7E-05,8.6E-05,0.000594,0.000113,f3765c7m,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3765c7m,Querying and Mining Chemical Databases for Drug Discovery,2012,"Ranu, Sayan","University of California, Santa Barbara. Computer Science",Ambuj K. Singh,English,0.000255759344549165,2.50522166517775E-05
560,1284,14,31,0.230078,9.8E-05,0.054469,0.244405,0.000128,7.6E-05,8.2E-05,0.000132,0.071949,9.6E-05,0.000217,8.3E-05,8.3E-05,6.2E-05,0.000234,0.000187,0.000139,7.4E-05,0.016562,5.1E-05,0.00038,0.000113,0.000113,0.000103,0.054339,6.7E-05,0.017359,0.016531,7.9E-05,0.000131,1.9E-05,0.12519,0.001646,0.00014,6.1E-05,5E-05,7.7E-05,0.000113,0.134427,6.7E-05,0.000118,7E-05,0.097769,0.000145,9.7E-05,6E-05,9.3E-05,8.8E-05,0.000111,0.000406,0.000204,6.1E-05,3.7E-05,4.7E-05,6.4E-05,0.00055,7.4E-05,6.2E-05,0.000104,8.6E-05,0.000162,0.000159,0.000338,0.000112,0.000134,0.000112,0.00013,5.7E-05,9.7E-05,9.6E-05,0.158099,0.000127,f3000017,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3000017,These Are a Few of My Favorite Things: The Cultural Meaning of the Tree,2012,"Dryden, Patrick Neil","University of California, Santa Barbara. Sociology",Simonetta Falasca-Zamponi,English,0.000130731823292292,0.000240282270520609
561,1286,2,3,0.230725,0.000147,0.000272,0.000167,0.000192,0.000114,0.016356,0.000197,0.002057,0.000144,0.000324,0.000124,0.000124,9.3E-05,0.000349,0.016513,0.000207,0.000111,0.000413,7.7E-05,0.000569,0.000169,0.000169,0.000154,7.7E-05,0.0001,0.001603,0.000366,0.000118,0.000197,2.8E-05,0.057308,0.002461,0.000209,9.1E-05,7.4E-05,0.000115,0.000169,0.257799,0.0001,0.000176,0.000105,7.8E-05,0.008334,0.000145,8.9E-05,0.000139,0.000132,0.000166,0.000607,0.000305,9.1E-05,5.5E-05,7.1E-05,9.5E-05,0.073871,0.000111,9.3E-05,0.000156,0.000128,0.000243,0.000238,0.000505,0.000167,0.0002,0.243663,0.000194,8.6E-05,0.000145,0.000143,0.309424,0.00019,f3668b37,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3668b37,"Money Can't Buy You Class: Cultural Capital, Etiquette, and the White Wedding",2012,"Sinlao, Jamila Jamison","University of California, Santa Barbara. Sociology",Denise Bielby,English,2.07888122958844E-05,2.49974193967815E-05
562,1287,32,3,0.207222,0.0001,0.000186,0.000114,0.000131,7.8E-05,8.4E-05,0.000135,0.001406,9.8E-05,0.000222,8.5E-05,8.4E-05,6.3E-05,0.000239,0.000192,0.100028,7.6E-05,0.000282,5.3E-05,0.005938,0.000115,0.000116,0.000106,5.3E-05,6.8E-05,0.073236,0.272163,8.1E-05,0.000134,1.9E-05,0.000336,0.034978,0.000143,6.2E-05,5.1E-05,7.9E-05,0.000115,0.170706,6.8E-05,0.00012,7.2E-05,5.3E-05,0.000149,9.9E-05,6.1E-05,9.5E-05,9E-05,0.000113,0.000415,0.083447,6.2E-05,3.8E-05,4.8E-05,6.5E-05,0.000562,7.6E-05,6.3E-05,0.000106,8.8E-05,0.000166,0.000163,0.177921,0.000114,0.000137,0.000114,0.000133,5.9E-05,9.9E-05,9.8E-05,0.00068,0.07227,f3348h8x,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3348h8x,UAV Data Mule Vehicle Routing Problems In Sparse Sensor Networks,2012,"Isaacs, Jason Tony","University of California, Santa Barbara. Electrical and Computer Engineering",Joao P. Hespanha,English,0.00029014415868171,2.30085493583148E-05
563,1295,0,8,0.153932,0.000125,0.000231,0.000142,0.000163,9.7E-05,0.000104,0.000168,0.001745,0.000122,0.000275,0.000105,0.000105,7.9E-05,0.000297,0.000238,0.000176,9.4E-05,0.00035,6.5E-05,0.103785,0.000143,0.000144,0.000131,6.5E-05,8.5E-05,0.056455,0.000311,0.0001,0.007054,2.4E-05,0.000418,0.022749,0.000178,7.7E-05,6.3E-05,9.8E-05,0.000143,0.156758,8.4E-05,0.000149,8.9E-05,6.6E-05,0.000185,0.000123,7.6E-05,0.000118,0.433981,0.007027,0.007402,0.000258,7.7E-05,4.7E-05,6E-05,8.1E-05,0.014471,9.4E-05,7.9E-05,0.027679,0.000109,0.000206,0.000202,0.000428,0.000141,0.00017,0.027689,0.075919,7.3E-05,0.000123,0.000121,0.049052,0.000161,f3v40s47,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3v40s47,"The Managed Crisis: Labor Relations and Management in California Agriculture, 1930--1980",2012,"Lamoree, Elizabeth Anne","University of California, Santa Barbara. History",Nelson Lichtenstein,English,2.56469014660227E-06,6.15840043155293E-05
564,1296,41,1,0.180237,0.000156,0.000288,0.000177,0.000203,0.000121,0.00013,0.000209,0.010786,0.000153,0.000344,0.017343,0.000131,9.8E-05,0.000371,0.000297,0.043247,0.000117,0.000437,8.2E-05,0.000603,0.000179,0.000179,0.000164,8.2E-05,0.000106,0.018911,0.000388,0.000125,0.000208,2.9E-05,0.000522,0.002609,0.000222,9.7E-05,7.9E-05,0.000122,0.000179,0.324961,0.000106,0.000186,0.000111,8.3E-05,0.000231,0.000154,9.5E-05,0.000147,0.00014,0.000176,0.02646,0.000323,9.6E-05,5.9E-05,7.5E-05,0.000101,0.000871,0.000118,9.8E-05,0.000165,0.000136,0.000257,0.000252,0.034957,0.000177,0.000212,0.000177,0.000206,0.507814,0.000154,0.000152,0.001055,0.000201,f39884x4,https://www.alexandria.ucsb.edu/lib/ark:/48907/f39884x4,Perspectives on Bulk Locality in Gauge/Gravity Duality,2012,"Heemskerk, Idse J.","University of California, Santa Barbara. Physics",Joseph Polchinski,English,0.000373732395866355,5.44199398146623E-06
565,1298,41,34,0.160351,0.00022,0.000407,0.00025,0.000287,0.000171,0.000183,0.000296,0.051742,0.000216,0.109968,0.000186,0.000185,0.000139,0.000524,0.00042,0.000311,0.000166,0.000618,0.000115,0.000852,0.000253,0.000254,0.024561,0.000115,0.000149,0.12405,0.000549,0.000177,0.000295,4.2E-05,0.012902,0.052348,0.000314,0.000137,0.000112,0.000173,0.000253,0.082259,0.000149,0.000263,0.000157,0.000117,0.000326,0.511136,0.000134,0.000208,0.000197,0.000248,0.00091,0.000456,0.000136,8.3E-05,0.000106,0.000143,0.001232,0.000166,0.000139,0.012398,0.000192,0.000364,0.000356,0.000757,0.00025,0.0003,0.00025,0.000291,0.000128,0.000218,0.000214,0.001491,0.000284,f39g5jrs,https://www.alexandria.ucsb.edu/lib/ark:/48907/f39g5jrs,Light Extraction Enhancement of Bulk Nitride Light Emitting Diodes,2012,"Brinkley, Stuart Elliot","University of California, Santa Barbara. Electrical and Computer Engineering",Steven P. DenBaars,English,0.000365705050470114,0.000265132366230156
